pr_number,title,url,status,created_at,merged_at,closed_at,labels,component,num_commits,additions,deletions,changed_files,review_comments_count,days_open,reviewers,related_issues,summary,potential_rationale,category,change_type
32639,[28.x] Backport guix: accomodate migration to codeberg,https://github.com/bitcoin/bitcoin/pull/32639,merged,2025-05-29T12:31:58Z,2025-05-30T10:09:30Z,2025-05-30T10:09:30Z,Backport;CI failed,,1,5,5,2,0,0,hebasto,32439,Backports changes to accommodate Guix's migration from their old repository to Codeberg. This updates build tooling to work with the new repository location.,This change likely ensures that Bitcoin Core's deterministic build system continues to work correctly after Guix moved their repository. This may help maintain the reproducible builds that are important for Bitcoin's security model and build verification.,build,bugfix
32644,doc: miscellaneous changes,https://github.com/bitcoin/bitcoin/pull/32644,merged,2025-05-30T10:08:57Z,2025-06-03T08:10:54Z,2025-06-03T08:10:54Z,Docs,Docs,4,42,45,31,2,3,maflcko,32629,Makes various miscellaneous updates to documentation files. This appears to be a collection of small documentation improvements and corrections.,Documentation improvements likely help developers and users better understand Bitcoin Core's functionality and development practices. This may help reduce confusion and improve the overall developer experience when working with the codebase.,docs,docs
32647,build: add -Wthread-safety-pointer,https://github.com/bitcoin/bitcoin/pull/32647,merged,2025-05-30T16:03:12Z,2025-06-04T08:58:09Z,2025-06-04T08:58:09Z,Build system,Build system,3,3,2,2,0,4,theuni,,Adds a new compiler warning flag (-Wthread-safety-pointer) that will be available in Clang 21. This enables warnings when pointers to thread-protected variables are passed as function arguments or return values.,This change likely helps improve thread safety by catching potential issues where protected data might be accessed unsafely through pointers. This may help prevent race conditions and other concurrency bugs that could affect Bitcoin Core's stability and security.,build,feature
32655,depends: sqlite 3.50.4; switch to autosetup,https://github.com/bitcoin/bitcoin/pull/32655,merged,2025-06-01T11:37:10Z,2025-11-25T10:49:32Z,2025-11-25T10:49:32Z,Build system,Build system,2,17,21,2,4,176,hebasto;sedited;willcl-ark,,Updates SQLite dependency to version 3.50.4 and switches from the old build system to the new Autosetup build system.,"This update likely improves build reliability and may provide performance or security benefits from the newer SQLite version, which could enhance wallet database operations and overall node stability.",build,refactor
32656,depends: don't install & then delete sqlite pkgconf,https://github.com/bitcoin/bitcoin/pull/32656,merged,2025-06-01T11:42:24Z,2025-06-02T11:35:03Z,2025-06-02T11:35:03Z,Build system,Build system,1,1,2,1,0,0,hebasto;stickies-v,,Modifies the SQLite build process to avoid installing and then immediately deleting pkgconf files.,This appears to be a build optimization that may reduce build time and complexity by eliminating unnecessary file operations during the SQLite dependency compilation.,build,cleanup
32665,depends: Bump boost to 1.88.0 and use new CMake buildsystem,https://github.com/bitcoin/bitcoin/pull/32665,merged,2025-06-02T16:46:15Z,2025-06-26T13:21:14Z,2025-06-26T13:21:14Z,Build system,Build system,1,161,6,2,6,23,hebasto;theuni;willcl-ark,30434,Updates Boost library to version 1.88.0 and switches to using CMake build system instead of copying headers.,"This modernization likely improves build efficiency and maintainability by using proper CMake integration, which may reduce build times and ensure only necessary components are included, potentially reducing binary size.",build,refactor
32684,[28.x] 28.2rc2,https://github.com/bitcoin/bitcoin/pull/32684,merged,2025-06-05T13:52:05Z,2025-06-09T15:18:33Z,2025-06-09T15:18:34Z,Backport;CI failed,,4,31,22,9,2,4,glozow;willcl-ark,32568;32563;32639,Creates release candidate 2 for Bitcoin Core version 28.2 by backporting recent fixes.,This appears to be part of the release process to ensure the 28.x branch includes important bug fixes and improvements that likely enhance stability and security for users on the stable release branch.,other,feature
32735,[28.x] More backports,https://github.com/bitcoin/bitcoin/pull/32735,merged,2025-06-12T09:45:25Z,2025-06-17T12:11:38Z,2025-06-17T12:11:38Z,Backport;CI failed,,3,39,9,5,0,5,josibake;stickies-v;willcl-ark,32563;32693,Backports additional commits that were missed in previous backport operations to the 28.x release branch.,"This ensures the stable 28.x branch includes all intended fixes and improvements, which likely helps maintain consistency and may address issues that could affect users of the stable release.",other,bugfix
32739,tsan: remove note about dropping Qt wildcards,https://github.com/bitcoin/bitcoin/pull/32739,merged,2025-06-12T16:59:15Z,2025-06-13T13:01:44Z,2025-06-13T13:01:44Z,,,1,1,1,1,0,0,,,"Removes a note about dropping Qt wildcards from ThreadSanitizer configuration, citing maintainability concerns.",This likely helps maintain code clarity by removing documentation that may have become outdated or refers to changes that are impractical to implement in the testing infrastructure.,tests,cleanup
32760,depends: capnp 1.2.0,https://github.com/bitcoin/bitcoin/pull/32760,merged,2025-06-16T10:03:30Z,2025-06-16T16:58:33Z,2025-06-16T16:58:33Z,Build system,Build system,1,2,227,5,0,0,ryanofsky;theStack,,Updates the Cap'n Proto dependency from version 1.1.0 to 1.2.0 in the build system.,"This may help improve build reliability and security by using a newer version of the serialization library, and appears to simplify maintenance by allowing removal of custom patches that were previously needed.",build,feature
32777,doc: fix Transifex 404s,https://github.com/bitcoin/bitcoin/pull/32777,merged,2025-06-19T10:01:55Z,2025-06-19T10:44:00Z,2025-06-19T10:44:00Z,Docs,Docs,1,5,5,4,5,0,fanquake;hebasto,,Fixes broken Transifex links in documentation that now return 404 errors.,This likely helps contributors and translators by ensuring documentation links to translation resources remain accessible and up-to-date.,docs,bugfix
32780,lsan: add more Qt suppressions,https://github.com/bitcoin/bitcoin/pull/32780,merged,2025-06-19T13:18:16Z,2025-06-24T13:08:05Z,2025-06-24T13:08:05Z,,,1,2,0,1,0,4,,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15,Adds additional LeakSanitizer suppressions for Qt-related memory leak detection during testing.,"This may help improve the reliability of automated testing by suppressing false positive memory leak reports from Qt GUI components, allowing developers to focus on actual Bitcoin Core memory issues.",tests,cleanup
32797,doc: archive 28.2 release notes,https://github.com/bitcoin/bitcoin/pull/32797,merged,2025-06-23T09:17:38Z,2025-06-23T21:50:47Z,2025-06-23T21:50:47Z,Docs,Docs,1,83,0,1,0,0,glozow,,Archives the release notes for Bitcoin Core version 28.2 now that the version has been officially tagged.,"This likely helps maintain organized documentation structure by moving completed release notes to archives, making it easier for users to find historical version information.",docs,cleanup
32810,[29.x] More backports,https://github.com/bitcoin/bitcoin/pull/32810,merged,2025-06-25T10:41:11Z,2025-07-03T10:57:35Z,2025-07-03T10:57:35Z,Backport,,8,61,7,8,0,8,Ahz9619;hebasto;pinheadmz;willcl-ark,32530;32742;32798;32805;32814;32833;31009,This is a backport PR that brings multiple fixes and improvements from newer versions back to the 29.x branch.,Backports likely help maintain stability and security for users running the 29.x release branch by ensuring important fixes are available without requiring an upgrade to the latest version.,other,bugfix
32811,[28.x] Backports,https://github.com/bitcoin/bitcoin/pull/32811,merged,2025-06-25T10:55:03Z,2025-07-03T16:35:23Z,2025-07-03T16:35:23Z,Backport;CI failed,,5,38,36,7,0,8,hebasto,32678;32765;32776;32777,"This is a backport PR that brings multiple changes from newer versions back to the 28.x branch, though it appears to have CI issues.","This backport may help maintain the 28.x branch with important updates, though the CI failure suggests there could be compatibility issues that need resolution before the changes can be safely applied.",other,bugfix
32837,depends: fix libevent `_WIN32_WINNT` usage,https://github.com/bitcoin/bitcoin/pull/32837,merged,2025-06-30T16:47:03Z,2025-07-16T12:49:31Z,2025-07-16T12:49:31Z,Windows;Build system,Build system,1,125,1,2,3,15,hebasto;theuni;willcl-ark,32707,This fixes how libevent handles Windows version definitions to prevent mingw-w64 header compatibility issues on Windows builds.,"This appears to address a build system issue that likely prevents Bitcoin Core from compiling correctly on Windows systems using newer mingw toolchains, ensuring broader platform compatibility.",build,bugfix
32863,[29.x] Backports,https://github.com/bitcoin/bitcoin/pull/32863,merged,2025-07-03T11:08:23Z,2025-07-18T17:47:34Z,2025-07-18T17:47:34Z,Backport,,15,249,64,21,0,15,glozow;hebasto,32463;32716;32823;32826;32837;32841;32846;32850;32858;32859;32943;32954,This is a comprehensive backport PR that brings twelve different changes and fixes back to the 29.x branch.,This large collection of backports likely helps keep the 29.x branch stable and secure by incorporating important fixes and improvements without requiring users to upgrade to newer major versions.,other,bugfix
32865,cmake: Use `AUTHOR_WARNING` for warnings,https://github.com/bitcoin/bitcoin/pull/32865,closed,2025-07-03T11:21:31Z,,2025-09-01T16:09:18Z,Build system,Build system,1,6,19,3,9,60,hebasto;maflcko;ryanofsky,31476;31665;31669;31476,This changes the CMake build system to use CMake's built-in AUTHOR_WARNING mechanism instead of custom warning handling.,"This change may improve the build system's maintainability and consistency by leveraging standard CMake functionality rather than custom solutions, potentially making it easier for developers to work with the codebase.",build,refactor
32937,Enable `-Werror=dev` in CI & Guix,https://github.com/bitcoin/bitcoin/pull/32937,merged,2025-07-10T11:06:09Z,2025-07-11T22:10:50Z,2025-07-11T22:10:50Z,,,3,5,2,5,0,1,hebasto,32865,"This PR enables the `-Werror=dev` flag in CI and Guix builds, which makes CMake developer warnings into build errors.","This change likely helps improve code quality by catching CMake configuration issues early in development, which may prevent build system problems from reaching users and ensure more consistent builds across different environments.",build,cleanup
32969,[28.x] Backports,https://github.com/bitcoin/bitcoin/pull/32969,merged,2025-07-14T12:41:03Z,2025-07-23T15:54:18Z,2025-07-23T15:54:18Z,Backport;CI failed,,2,3,0,2,0,9,marcofleon,32943,This is a backport PR that brings changes from PR #32943 to the 28.x release branch.,"Backports likely help maintain stability and security in older supported versions of Bitcoin Core, ensuring that important fixes or improvements are available to users who haven't upgraded to the latest version.",other,bugfix
33036,Update secp256k1 subtree to latest master,https://github.com/bitcoin/bitcoin/pull/33036,merged,2025-07-22T08:46:00Z,2025-07-23T08:45:55Z,2025-07-23T08:45:55Z,,,2,281,303,17,0,0,stickies-v;theStack,070,This PR updates the secp256k1 cryptographic library subtree to the latest master version (v0.7.0).,"Updating secp256k1 likely brings performance improvements, bug fixes, or security enhancements to Bitcoin's core cryptographic operations, which may improve transaction verification speed and overall system security.",consensus,feature
33044,contrib: drop use of `PermissionsStartOnly` & `Group=`,https://github.com/bitcoin/bitcoin/pull/33044,merged,2025-07-23T13:35:02Z,2025-08-06T13:50:52Z,2025-08-06T13:50:52Z,Scripts and tools,,2,1,3,1,2,14,willcl-ark,16994;19513,This PR removes deprecated systemd directives (`PermissionsStartOnly` and `Group=`) from Bitcoin Core's service files.,This change likely ensures Bitcoin Core's systemd integration remains compatible with modern Linux distributions and may prevent deprecation warnings or service startup issues on newer systems.,utils,cleanup
33045,"depends: disable variables, rules and suffixes.",https://github.com/bitcoin/bitcoin/pull/33045,merged,2025-07-23T15:24:48Z,2025-11-04T15:02:00Z,2025-11-04T15:02:00Z,Build system,Build system,2,2,0,1,0,103,hebasto,22126,"This PR disables make's builtin variables, rules, and suffixes in the depends build system by adding the `-r` flag.","This change likely makes the build process more predictable and faster by preventing make from searching for builtin rules, which may reduce build times and eliminate potential conflicts with system-specific make configurations.",build,performance
33046,[29.x] test: Do not pass tests on unhandled exceptions,https://github.com/bitcoin/bitcoin/pull/33046,merged,2025-07-23T16:03:10Z,2025-07-24T11:16:00Z,2025-07-24T11:16:00Z,Backport,,3,4,15,2,0,0,marcofleon;pablomartin4btc,33001,This backports a fix to the 29.x branch that prevents tests from incorrectly passing when unhandled exceptions occur.,"This likely improves test reliability by ensuring that unexpected errors are properly caught and reported, which may help prevent bugs from going unnoticed in the stable 29.x release branch.",tests,bugfix
33064,test: fix RPC coverage check,https://github.com/bitcoin/bitcoin/pull/33064,merged,2025-07-25T14:02:51Z,2025-07-28T09:53:11Z,2025-07-28T09:53:11Z,Tests,Tests,2,6,1,3,0,2,cedwies,27593;27593,"This fixes the RPC coverage check in tests, cleaning up and rebasing previous work now that legacy wallet support has been removed.","This appears to improve test coverage validation for RPC methods, which may help ensure that all RPC functionality is properly tested and reduce the risk of regressions in Bitcoin's API.",tests,bugfix
33074,[29.x] Backports,https://github.com/bitcoin/bitcoin/pull/33074,merged,2025-07-28T09:30:49Z,2025-08-15T12:59:13Z,2025-08-15T12:59:13Z,Backport,,8,62,33,10,0,18,glozow,33070;33073;33086;33088;33103;33119;33133,This backports multiple fixes and improvements to the 29.x stable branch.,This likely helps maintain stability and reliability of the 29.x release by incorporating important fixes that may address various issues discovered in the main development branch.,other,bugfix
33076,[28.x] Backports,https://github.com/bitcoin/bitcoin/pull/33076,merged,2025-07-28T09:38:29Z,2025-07-30T14:31:17Z,2025-07-30T14:31:17Z,Backport;CI failed,,5,36,29,6,0,2,marcofleon;willcl-ark,33001;33070;33073,"This backports multiple fixes to the 28.x stable branch, though CI tests have failed.","This appears to be an attempt to improve the stability of the 28.x release branch, though the CI failures may indicate compatibility issues that need to be resolved before these fixes can be safely applied.",other,bugfix
33079,ci: limit max stack size to 512 KiB,https://github.com/bitcoin/bitcoin/pull/33079,merged,2025-07-28T13:38:40Z,2025-07-29T15:17:40Z,2025-07-29T15:17:40Z,Tests,Tests,2,11,2,8,4,1,dergoegge;maflcko,31367;29840,This limits the maximum stack size to 512 KiB in CI testing environments to prevent stack overflow issues.,"This likely helps catch potential stack overflow vulnerabilities during testing, which may improve Bitcoin's security by identifying code paths that use excessive stack space before they reach production.",tests,test
33081,[NO MERGE]: TSAN should fail,https://github.com/bitcoin/bitcoin/pull/33081,closed,2025-07-28T16:12:06Z,,2025-07-29T09:20:32Z,CI failed,,1,1,1,1,0,0,,,A test pull request designed to intentionally fail TSAN (Thread Sanitizer) testing. This appears to be used for testing CI infrastructure rather than actual code changes.,"This likely serves as a testing mechanism to verify that the continuous integration system properly detects and reports thread safety issues, which may help maintain the reliability of Bitcoin Core's automated testing infrastructure.",tests,test
33088,doc: move `cmake -B build -LH` up in Unix build docs,https://github.com/bitcoin/bitcoin/pull/33088,merged,2025-07-29T10:58:55Z,2025-07-29T15:16:23Z,2025-07-29T15:16:23Z,Docs,Docs,1,4,7,1,0,0,janb84;stickies-v,32269,Moves the `cmake -B build -LH` command higher up in the Unix build documentation to make it more prominent for developers.,"This change appears to improve the developer experience by making build configuration options more discoverable early in the process, which may help reduce build-related issues and support requests from contributors.",docs,docs
33099,ci: allow for any libc++ intrumentation & use it for TSAN,https://github.com/bitcoin/bitcoin/pull/33099,merged,2025-07-30T12:03:46Z,2025-07-31T14:08:21Z,2025-07-31T14:08:21Z,Tests,Tests,3,27,24,5,4,1,dergoegge;maflcko,33087,Modifies the CI system to allow libc++ instrumentation with any sanitizer (not just MemoryWithOrigins) and specifically enables it for TSAN testing.,"This likely improves the effectiveness of thread safety testing by providing better instrumentation coverage, which may help catch more subtle concurrency bugs that could potentially affect Bitcoin Core's reliability in multi-threaded scenarios.",tests,test
33100,ci: remove `ninja-build` from MSAN jobs,https://github.com/bitcoin/bitcoin/pull/33100,merged,2025-07-30T12:13:10Z,2025-07-30T15:23:55Z,2025-07-30T15:23:56Z,Tests,Tests,1,1,2,2,0,0,hebasto,,Removes the redundant `ninja-build` package from MSAN (Memory Sanitizer) CI jobs since it's already included in the base CI packages.,"This appears to be a cleanup that may help streamline the CI setup process and reduce potential conflicts or redundancy in the build environment, likely improving build consistency and maintenance.",tests,cleanup
33111,build: note that sysctl was removed from Linux,https://github.com/bitcoin/bitcoin/pull/33111,closed,2025-08-01T10:07:46Z,,2025-08-13T09:51:29Z,Build system,Build system,1,2,2,1,0,11,janb84,,"Adds documentation noting that the sysctl system call was removed from Linux kernel 5.5, while keeping existing compatibility checks for older kernels.","This likely helps maintainers understand the historical context of certain build checks and may inform future decisions about when to drop legacy kernel support, potentially affecting Bitcoin Core's platform compatibility strategy.",build,docs
33125,ci: Use mlc `v1` and fix typos,https://github.com/bitcoin/bitcoin/pull/33125,merged,2025-08-02T11:22:56Z,2025-08-07T10:57:44Z,2025-08-07T10:57:44Z,Tests,Tests,6,10,10,6,4,4,maflcko,,"Updates CI tooling versions (mlc to v1, shellcheck to 0.11.0) and fixes various typos found during linting.",Keeping CI tools up-to-date likely helps catch more issues during development and may improve code quality by using newer linting capabilities. Fixing typos appears to improve overall code documentation quality.,tests,cleanup
33143,[28.x] Backports,https://github.com/bitcoin/bitcoin/pull/33143,merged,2025-08-06T11:16:25Z,2025-08-15T16:14:24Z,2025-08-15T16:14:24Z,Backport;CI failed,,2,6,5,2,0,9,willcl-ark,33133,Backports changes from PR #33133 to the 28.x release branch.,"Backporting appears to bring important fixes or improvements to the stable release branch, which may help maintain stability and consistency across Bitcoin Core versions.",other,bugfix
33151,subtree: update crc32c subtree,https://github.com/bitcoin/bitcoin/pull/33151,merged,2025-08-07T08:35:20Z,2025-08-07T11:59:50Z,2025-08-07T11:59:50Z,,,2,111,117,7,0,0,janb84,33057,"Updates the crc32c subtree to sync with the latest upstream version, including no-op changes and typo fixes.","Keeping subtree dependencies current likely helps maintain security and compatibility, while the typo fixes may improve code readability and documentation quality.",build,cleanup
33155,contrib: drop `bitcoin-util` exception from FORTIFY check,https://github.com/bitcoin/bitcoin/pull/33155,merged,2025-08-08T09:29:19Z,2025-08-11T09:12:51Z,2025-08-11T09:12:51Z,Scripts and tools,,1,0,3,1,0,2,hebasto,,Removes the bitcoin-util exception from FORTIFY checking since it now includes memcpy_chk protection.,"This change likely strengthens security by ensuring bitcoin-util gets the same buffer overflow protection as other components, which may help prevent potential memory corruption vulnerabilities.",utils,cleanup
33158,macdeploy: avoid use of `Bitcoin Core` in Linux cross build,https://github.com/bitcoin/bitcoin/pull/33158,merged,2025-08-08T16:26:41Z,2025-09-24T13:59:53Z,2025-09-24T13:59:53Z,,,2,18,18,3,2,46,hodlinator;jonatack;willcl-ark,,Changes macOS build output filename to bitcoin-macos-app.zip to avoid using 'Bitcoin Core' in Linux cross builds.,This appears to standardize naming conventions across different platform builds and may help avoid potential trademark or branding issues when building on different systems.,build,cleanup
33178,guix: increase maximum allowed (runtime) GCC to 7,https://github.com/bitcoin/bitcoin/pull/33178,merged,2025-08-12T13:48:02Z,2025-08-13T08:14:11Z,2025-08-13T08:14:11Z,Build system,Build system,1,1,1,1,0,0,hebasto,32750;33177,Updates the Guix build system to allow GCC version 7 as the maximum runtime version to fix symbol compatibility errors. This addresses build failures where newer GCC symbols were being used but not properly supported.,This likely ensures that Bitcoin Core binaries can run on a wider range of Linux distributions by avoiding compatibility issues with newer GCC runtime libraries that may not be available on older systems.,build,bugfix
33180,ASAN: turn on more not-enabled-by-default options,https://github.com/bitcoin/bitcoin/pull/33180,closed,2025-08-13T09:48:44Z,,2025-10-21T14:32:30Z,,,2,2,2,2,1,69,stickies-v,,"Enables additional AddressSanitizer (ASAN) options for stricter memory debugging, including null-termination checks for strings and detection of invalid pointer operations. These options are not enabled by default in ASAN.","This may help catch more subtle memory-related bugs during development and testing, potentially improving Bitcoin Core's overall stability and security by detecting issues that standard ASAN might miss.",tests,test
33181,guix: build for Linux HOSTS with `-static-libgcc`,https://github.com/bitcoin/bitcoin/pull/33181,merged,2025-08-13T10:13:10Z,2025-11-11T11:09:33Z,2025-11-11T11:09:33Z,Build system,Build system,3,24,17,4,5,90,hebasto;janb84;theuni;willcl-ark,,"Modifies the Guix build system to compile Linux binaries with the `-static-libgcc` flag, which statically links the GCC runtime library. This prevents runtime dependency issues with different GCC versions.","This appears to provide a more robust solution to GCC compatibility issues by eliminating runtime dependencies on specific GCC library versions, likely improving Bitcoin Core's portability across different Linux distributions.",build,feature
33185,guix: update time-machine to 5cb84f2013c5b1e48a7d0e617032266f1e6059e2,https://github.com/bitcoin/bitcoin/pull/33185,merged,2025-08-13T16:00:17Z,2025-10-28T10:59:59Z,2025-10-28T10:59:59Z,Build system,Build system,5,68,11,6,9,75,hebasto;maflcko;willcl-ark,32764,"Updates the Guix time-machine commit to a newer version, bringing access to updated packages including LLVM 19 and newer versions of core system libraries like glibc and binutils. This modernizes the build toolchain while maintaining reproducible builds.","This likely improves Bitcoin Core's build infrastructure by providing access to newer development tools and libraries, which may offer better performance, security fixes, and compatibility with modern systems.",build,feature
33217,depends: remove xinerama extension from libxcb,https://github.com/bitcoin/bitcoin/pull/33217,merged,2025-08-19T17:29:40Z,2025-08-22T10:07:00Z,2025-08-22T10:07:00Z,Build system,Build system,2,1,2,2,0,2,hebasto,33197,"Removes the Xinerama extension dependency from libxcb in the build dependencies, as it's only recommended by Qt and primarily used for multi-screen window management. This simplifies installation requirements for users.","This may reduce build complexity and user frustration by eliminating a dependency that's not essential for Bitcoin Core's core functionality, particularly since modern Linux distributions don't install Xinerama by default.",build,cleanup
33225,[29.x] Backport logging ratelimiting,https://github.com/bitcoin/bitcoin/pull/33225,merged,2025-08-20T11:15:55Z,2025-08-20T13:54:39Z,2025-08-20T13:54:39Z,Backport,,17,512,89,10,7,0,dergoegge;fanquake;stickies-v,32604;33011;33211,"Backports logging rate limiting functionality to the 29.x branch, which likely helps prevent log spam during high-activity periods. Includes multiple related PRs for comprehensive logging improvements.","Rate limiting logging may help prevent disk space issues and performance degradation that could occur when Bitcoin Core generates excessive log output during network stress, IBD, or attack scenarios.",other,feature
33234,doc: update example bitcoin conf for 29.1rc2,https://github.com/bitcoin/bitcoin/pull/33234,merged,2025-08-21T11:20:06Z,2025-08-21T14:03:25Z,2025-08-21T14:03:25Z,Backport,,1,2,2,1,0,0,dergoegge;willcl-ark,33226,Updates the example Bitcoin configuration file documentation for the 29.1rc2 release. This is a follow-up to a previous documentation update.,"Keeping example configurations current likely helps users properly configure their Bitcoin nodes, which may reduce support burden and improve network stability through better node operation.",docs,docs
33235,build: set ENABLE_IPC to OFF when fuzzing,https://github.com/bitcoin/bitcoin/pull/33235,merged,2025-08-21T11:28:45Z,2025-09-04T09:07:11Z,2025-09-04T09:07:11Z,Build system,Build system,1,1,0,1,0,13,dergoegge;janb84,,"Fixes build configuration by disabling IPC when building for fuzzing, addressing a failure where the capnp dependency was missing during fuzzing builds.","This appears to improve the fuzzing build process, which may help developers more easily run security testing that could identify potential vulnerabilities or crash scenarios in Bitcoin Core.",build,bugfix
33238,[29.x] depends: remove xinerama extension from libxcb,https://github.com/bitcoin/bitcoin/pull/33238,closed,2025-08-22T11:47:06Z,,2025-09-01T15:04:56Z,Backport;CI failed,,3,2,2,3,0,10,,33217;33217,Backports the removal of the obsolete xinerama extension from libxcb dependency to the 29.x branch. The xinerama extension was deprecated well before Qt6.,"Removing obsolete dependencies likely reduces the build complexity and potential security surface area, while ensuring compatibility with newer Qt versions that Bitcoin's GUI may eventually adopt.",build,cleanup
33258,ci: use LLVM 21,https://github.com/bitcoin/bitcoin/pull/33258,merged,2025-08-26T16:43:49Z,2025-08-28T18:45:10Z,2025-08-28T18:45:11Z,Tests,Tests,1,5,5,5,0,2,janb84;l0rinc,,"Updates the continuous integration system to use LLVM version 21 for sanitizer and fuzzing builds, upgrading from a previous version.","Using newer LLVM versions may help catch more potential bugs, memory issues, or security vulnerabilities through improved static analysis and sanitizer capabilities during automated testing.",tests,test
33261,ci: return to using dash in CentOS job,https://github.com/bitcoin/bitcoin/pull/33261,merged,2025-08-27T10:11:22Z,2025-08-28T18:28:15Z,2025-08-28T18:28:15Z,Tests,Tests,1,2,2,2,2,1,janb84;maflcko,,Updates the CentOS continuous integration job to use the dash shell again after it became available following a bug fix.,"This change likely helps maintain consistency in testing environments and may ensure that Bitcoin Core's shell scripts are properly tested across different shell implementations, which could help catch compatibility issues early.",tests,bugfix
33271,[29.x] finalise v29.1,https://github.com/bitcoin/bitcoin/pull/33271,merged,2025-08-29T15:34:09Z,2025-09-03T14:49:52Z,2025-09-03T14:49:52Z,Backport,,5,51,48,13,1,4,Ystel2001;glozow;stickies-v;willcl-ark,33236;33261;33212;33251,Finalizes version 29.1 by backporting several pull requests including the dash CI fix and other changes.,"This appears to be preparing a stable release by incorporating important fixes and updates, which likely helps ensure users have access to a more reliable and tested version of Bitcoin Core.",other,feature
33274,kernel: chainparams & headersync updates for 30.0,https://github.com/bitcoin/bitcoin/pull/33274,merged,2025-09-01T13:31:52Z,2025-09-03T10:08:44Z,2025-09-03T10:08:44Z,Validation,Validation,6,46,35,3,23,1,Sjors;achow101;darosior;hodlinator;w0xlt,,"Updates chain parameters and header synchronization logic for version 30.0, including new assumeutxo parameters for mainnet and testnet4.","These changes likely help improve initial blockchain synchronization performance through assumeutxo functionality, which may significantly reduce the time needed for new nodes to become operational while maintaining security assumptions.",validation,feature
33283,contrib: update fixed seeds,https://github.com/bitcoin/bitcoin/pull/33283,merged,2025-09-02T13:50:22Z,2025-09-08T09:32:59Z,2025-09-08T09:32:59Z,Scripts and tools,,3,1947,4398,7,0,5,dergoegge;marcofleon,,Updates the hardcoded list of seed nodes that Bitcoin Core uses for initial peer discovery before the 30.0 release.,"This change likely helps ensure new Bitcoin Core nodes can reliably find initial peers to connect to the network, which may improve network connectivity and reduce bootstrapping failures for new installations.",p2p,cleanup
33294,[29.x] *san CI backports,https://github.com/bitcoin/bitcoin/pull/33294,merged,2025-09-03T15:45:11Z,2025-09-08T16:17:04Z,2025-09-08T16:17:04Z,Backport,,6,57,217,8,0,5,marcofleon,32999;33099;33258,"Backports several sanitizer-related continuous integration improvements to the 29.x branch, including build system updates.","These backports likely help improve code quality testing in the stable branch by enhancing memory and undefined behavior detection during CI runs, which may help catch potential security issues or bugs before release.",tests,test
33304,depends: strip when installing qt binaries,https://github.com/bitcoin/bitcoin/pull/33304,merged,2025-09-04T12:51:06Z,2025-09-05T09:14:54Z,2025-09-05T09:14:54Z,Build system,Build system,1,2,2,2,0,0,TheCharlatan;hebasto,33293,"Reduces the size of Qt binaries in the build system by stripping debug symbols when installing, reducing storage from ~1.5GB in debug builds.","This change likely helps improve CI efficiency and reduces storage requirements for developers, which may indirectly benefit Bitcoin development by making builds faster and less resource-intensive.",build,performance
33308,doc: fix `LIBRARY_PATH` comment,https://github.com/bitcoin/bitcoin/pull/33308,merged,2025-09-04T16:33:35Z,2025-09-08T13:31:21Z,2025-09-08T13:31:21Z,Docs,Docs,1,1,1,1,3,3,hebasto;l0rinc;willcl-ark,,Updates a documentation comment about LIBRARY_PATH to reflect that capnp is now built in addition to Qt as a native package.,This appears to be a minor documentation accuracy improvement that may help developers better understand the build dependencies and configuration.,docs,docs
33339,doc: move release notes to wiki pre branch off,https://github.com/bitcoin/bitcoin/pull/33339,merged,2025-09-08T11:10:31Z,2025-09-08T12:41:59Z,2025-09-08T12:41:59Z,Docs,Docs,1,0,206,24,0,0,janb84;willcl-ark,,"Moves release notes to the wiki before branching off, directing users to the v30.0 Release Notes Draft on the Bitcoin Core dev wiki.","This likely helps streamline the release process and may improve coordination of release documentation, potentially making releases more organized and accessible to users.",docs,docs
33342,guix: strip binaries in libexec,https://github.com/bitcoin/bitcoin/pull/33342,merged,2025-09-08T15:26:50Z,2025-09-09T00:24:16Z,2025-09-09T00:24:16Z,Build system,Build system,1,1,1,1,0,0,hebasto;ryanofsky,31679,Updates the Guix build system to strip debug symbols from binaries that were moved to the libexec/ directory in a previous PR.,"This change likely reduces the size of distributed Bitcoin Core binaries and may improve installation efficiency, which could benefit end users by reducing download times and storage requirements.",build,bugfix
33344,[29.x] Backports,https://github.com/bitcoin/bitcoin/pull/33344,merged,2025-09-09T09:19:04Z,2025-09-17T18:00:21Z,2025-09-17T18:00:21Z,Backport,,11,158,106,20,0,8,darosior;mzumsande,32646;33296;33310;33340;33364;33395,Backports multiple previous pull requests to the 29.x branch and includes changes for the 29.2rc1 release candidate.,"This appears to bring important fixes and improvements to the stable 29.x release branch, which likely helps maintain stability and security for users running the 29.x version series.",other,bugfix
33346,doc: remove release note fragment,https://github.com/bitcoin/bitcoin/pull/33346,merged,2025-09-09T09:44:02Z,2025-09-09T09:47:30Z,2025-09-09T09:47:30Z,Docs,Docs,1,0,4,1,0,0,dergoegge,,Removes a release note fragment file since the content has been moved to the v30.0 release notes draft on the developer wiki.,"This likely helps maintain clean documentation by removing redundant files after consolidating release notes, which may improve the development workflow and reduce confusion about where official release information is located.",docs,cleanup
